ZXR1500,467603.07229984156,0,0,13, United-States, <=50K
ZXR15533,346184.36414146336,0,0,50, United-States, <=50K
ZXR15534,301434.7407887222,0,0,40, United-States, <=50K
ZXR15535,636678.4021560871,0,0,40, United-States, >50K
ZXR15536,269229.69359013415,0,0,10, United-States, <=50K
ZXR15537,436212.3247734399,0,0,40, United-States, <=50K
ZXR15538,393377.7981288586,0,0,40, United-States, <=50K
ZXR15539,295488.9397415878,0,0,22, United-States, <=50K
ZXR15540,323158.3717332925,0,0,40, India, <=50K
ZXR15541,386519.05948855134,0,0,50, United-States, >50K
ZXR15542,372197.3268011813,0,0,40, ?, <=50K
ZXR15543,315688.5033067739,0,0,40, United-States, <=50K
ZXR15544,220343.54863388388,0,0,40, United-States, >50K
ZXR15545,436499.5648268103,0,0,35, Puerto-Rico, <=50K
ZXR15546,208882.28946821362,0,0,20, United-States, <=50K
ZXR15547,326911.90013557556,0,0,40, United-States, >50K
ZXR15548,512935.4025562495,0,0,45, United-States, <=50K
ZXR15549,288890.25304682314,0,0,65, United-States, <=50K
ZXR15550,339348.10167272284,0,0,50, United-States, <=50K
ZXR15551,267697.1888080002,0,0,52, United-States, <=50K
ZXR15552,370795.14692854125,0,0,40, United-States, <=50K
ZXR15553,311996.65314978553,2829,0,40, United-States, <=50K
ZXR15554,328051.40569723264,0,0,40, United-States, <=50K
ZXR15555,425937.13247334654,0,0,36, United-States, <=50K
ZXR15556,421832.7548771974,0,0,40, United-States, >50K
ZXR15557,316823.91525972856,0,0,30, Cuba, <=50K
ZXR15558,355529.0511522573,0,0,40, United-States, <=50K
ZXR15559,343371.9849146111,0,0,40, United-States, <=50K
ZXR15560,447645.982580294,0,0,55, United-States, <=50K
ZXR15561,219367.61847913993,0,0,40, United-States, <=50K
ZXR15562,263901.729811119,0,0,40, United-States, <=50K
ZXR15563,279366.2455212265,0,0,40, United-States, <=50K
ZXR15564,209717.84839190322,0,0,58, United-States, <=50K
ZXR15565,338320.832231432,0,1719,25, United-States, <=50K
ZXR15566,308914.650167708,0,0,40, United-States, <=50K
ZXR15567,411689.85896295134,0,0,10, United-States, <=50K
ZXR15568,289845.453554297,0,0,40, United-States, <=50K
ZXR15569,312409.423902732,0,0,48, United-States, <=50K
ZXR15570,562323.1509993841,0,0,50, United-States, <=50K
ZXR15571,328618.90894485393,0,0,40, United-States, >50K
ZXR15572,355900.7145462729,0,0,28, Columbia, <=50K
ZXR15573,343731.31925625366,0,0,30, China, <=50K
ZXR15574,361866.0429752163,0,0,15, United-States, <=50K
ZXR15575,260474.5996078969,0,0,40, United-States, >50K
ZXR15576,334083.26744683535,0,0,50, United-States, >50K
ZXR15577,339214.88622519496,0,0,8, United-States, <=50K
ZXR15578,440881.7043397988,2174,0,40, United-States, <=50K
ZXR15579,528968.735866975,0,0,38, United-States, <=50K
ZXR15580,479278.3845539384,0,0,40, United-States, <=50K
ZXR15581,372882.5741106559,3103,0,40, United-States, >50K
ZXR15582,391483.6938001888,14084,0,40, United-States, >50K
ZXR15583,294934.8600102386,0,0,37, Mexico, <=50K
ZXR15584,302807.8909112019,0,0,45, ?, <=50K
ZXR15585,345286.9269949211,0,0,40, United-States, <=50K
ZXR15586,440969.7496669597,0,0,40, United-States, <=50K
ZXR15587,440129.6744772618,0,0,12, Italy, <=50K
ZXR15588,436212.88564103807,0,0,37, United-States, <=50K
ZXR15589,253235.43073257926,2829,0,45, United-States, <=50K
ZXR15590,302100.8943129808,0,0,40, United-States, <=50K
ZXR15591,122862.06120102767,0,0,40, United-States, <=50K
ZXR15592,293289.0827300761,0,0,60, United-States, <=50K
ZXR15593,361125.6708208966,0,0,30, United-States, <=50K
ZXR15594,259081.84633115408,0,0,45, United-States, <=50K
ZXR15595,380041.7823607191,0,1977,55, United-States, >50K
ZXR15596,217067.74074665192,0,0,40, United-States, <=50K
ZXR15597,251405.5002308442,0,0,37, United-States, <=50K
ZXR15598,384263.40546437557,0,0,20, United-States, <=50K
ZXR15599,368809.42199382005,0,0,50, United-States, <=50K
ZXR15600,344847.2906474811,0,0,40, United-States, <=50K
ZXR15601,343123.5760106202,0,0,40, ?, <=50K
ZXR15602,231121.64454051718,0,0,40, United-States, <=50K
ZXR15603,262224.42287922953,0,0,35, United-States, >50K
ZXR15604,230693.5280184884,0,0,40, United-States, <=50K
ZXR15605,336561.6798277558,0,0,15, United-States, <=50K
ZXR15606,286735.58671207476,0,0,40, United-States, <=50K
ZXR15607,277139.47839640506,0,0,24, United-States, <=50K
ZXR15608,355890.35713383206,0,0,40, United-States, <=50K
ZXR15609,434239.44036508934,0,0,40, United-States, <=50K
ZXR15610,390278.557011574,0,0,40, United-States, <=50K
ZXR15611,273798.23453761905,0,0,40, United-States, <=50K
ZXR15612,325926.1932883938,0,0,32, Columbia, <=50K
ZXR15613,334657.46668982436,0,0,40, United-States, <=50K
ZXR15614,311750.15819344076,0,0,40, United-States, <=50K
ZXR15615,371045.5169048266,0,0,24, United-States, <=50K
ZXR15616,345567.64836680685,99999,0,65, United-States, >50K
ZXR15617,459884.0132136877,0,0,60, United-States, >50K
ZXR15618,389054.06893077726,0,0,40, United-States, <=50K
ZXR15619,372060.9440570546,14084,0,50, United-States, >50K
ZXR15620,211544.5677440286,0,0,40, United-States, <=50K
ZXR15621,451425.3900590963,0,0,13, United-States, <=50K
ZXR15622,382543.5040072047,0,0,40, Mexico, <=50K
ZXR15623,301106.3499899941,0,0,40, United-States, <=50K
ZXR15624,336629.05683620356,0,0,40, United-States, <=50K
ZXR15625,447605.63499188994,0,0,40, Canada, <=50K
ZXR15626,361956.14003792027,0,0,40, United-States, <=50K
ZXR15627,302828.90373914526,0,0,40, United-States, >50K
ZXR15628,349065.9702490902,0,0,30, Peru, <=50K
ZXR15629,391142.06743645185,0,0,40, United-States, <=50K
ZXR15630,339833.9664586249,0,0,40, United-States, <=50K
ZXR15631,358152.39095887047,0,0,50, United-States, <=50K
ZXR15632,310608.50774215115,2174,0,40, United-States, <=50K
ZXR15633,256485.78820871213,0,0,40, United-States, <=50K
ZXR15634,338482.24605516624,0,0,43, United-States, <=50K
ZXR15635,349310.62604035856,0,0,40, United-States, <=50K
ZXR15636,380180.0207589588,0,0,40, United-States, <=50K
ZXR15637,429745.83601256576,0,0,42, United-States, >50K
ZXR15638,378506.3560734205,0,0,60, United-States, <=50K
ZXR15639,308294.09916392365,0,0,10, United-States, <=50K
ZXR15640,385754.74470142485,0,0,45, United-States, <=50K
ZXR15641,389237.2697530212,0,0,40, United-States, >50K
ZXR15642,408920.1011937031,0,0,46, United-States, >50K
ZXR15643,240603.24247811676,0,0,40, Iran, <=50K
ZXR15644,274210.0154461218,0,0,50, United-States, >50K
ZXR15645,248246.20156875922,0,0,48, United-States, <=50K
ZXR15646,316487.23858496133,0,0,50, China, >50K
ZXR15647,273284.1495139211,0,2415,48, United-States, >50K
ZXR15648,446669.1182933072,0,0,40, United-States, <=50K
ZXR15649,269839.86815750983,0,0,33, United-States, <=50K
ZXR15650,308069.9308353295,0,0,30, United-States, <=50K
ZXR15651,458667.09577708686,0,0,50, Germany, >50K
ZXR15652,273925.22299899673,2463,0,40, United-States, <=50K
ZXR15653,477949.44153780676,0,0,45, United-States, >50K
ZXR15654,378437.07953545393,0,0,40, United-States, <=50K
ZXR15655,367073.8248677214,0,0,65, United-States, <=50K
ZXR15656,291871.09495276795,0,0,35, Mexico, <=50K
ZXR15657,264540.632243594,0,0,40, United-States, <=50K
ZXR15658,432877.5870880551,0,0,20, Philippines, <=50K
ZXR15659,273346.4113753332,0,0,38, United-States, <=50K
ZXR15660,378920.11957596696,0,0,20, United-States, <=50K
ZXR15661,340397.65835771454,0,0,50, United-States, <=50K
ZXR15662,252383.49625107928,0,0,40, United-States, <=50K
ZXR15663,486715.19474244176,0,0,35, United-States, <=50K
ZXR15664,422150.35301983345,0,0,40, United-States, <=50K
ZXR15665,190963.21681960413,0,0,40, United-States, <=50K
ZXR15666,215589.03846999517,0,0,40, United-States, <=50K
ZXR15667,318330.62895869167,20051,0,40, United-States, >50K
ZXR15668,394460.5818373291,3273,0,40, United-States, <=50K
ZXR15669,282760.55619302636,0,0,40, United-States, <=50K
ZXR15670,278150.381542941,0,0,45, United-States, <=50K
ZXR15671,313316.0240368924,0,0,50, United-States, >50K
ZXR15672,267601.6755826561,0,0,40, United-States, <=50K
ZXR15673,170467.41555109114,0,0,20, United-States, <=50K
ZXR15674,430460.96732101584,0,0,40, United-States, <=50K
ZXR15675,489875.73041695013,0,0,50, United-States, <=50K
ZXR15676,308732.2093779142,0,0,20, United-States, <=50K
ZXR15677,473853.5098284583,0,0,40, United-States, <=50K
ZXR15678,389147.3911450602,1151,0,35, United-States, <=50K
ZXR15679,425365.46972291596,0,0,32, United-States, >50K
ZXR15680,274533.6956487232,0,0,46, United-States, <=50K
ZXR15681,366121.7758010529,0,0,40, United-States, <=50K
ZXR15682,356120.11874865775,4101,0,40, United-States, <=50K
ZXR15683,235649.2792772922,0,0,50, United-States, >50K
ZXR15684,446022.8050710553,0,0,40, United-States, <=50K
ZXR15685,365911.9201730038,0,0,40, Mexico, <=50K
ZXR15686,303711.0245692502,0,0,50, United-States, <=50K
ZXR15687,338850.9017794877,0,0,40, United-States, <=50K
ZXR15688,429215.2210346546,0,0,35, United-States, <=50K
ZXR15689,275549.90741380263,0,0,20, United-States, <=50K
ZXR15690,375118.1731169814,0,0,40, United-States, <=50K
ZXR15691,417716.42445930064,0,0,46, England, >50K
ZXR15692,306210.2601675908,0,0,20, United-States, <=50K
ZXR15693,348404.39068765583,14084,0,35, China, >50K
ZXR15694,241900.3944342732,0,0,5, ?, <=50K
ZXR15695,288361.34188709,0,0,40, United-States, <=50K
ZXR15696,399919.01772491774,0,0,45, United-States, >50K
ZXR15697,267673.1551510203,0,0,40, United-States, <=50K
ZXR15698,253997.1152416907,0,0,40, United-States, <=50K
ZXR15699,484190.4304014477,0,0,40, United-States, <=50K
ZXR15700,543355.1374042816,1151,0,30, United-States, <=50K
ZXR15701,487528.6595417661,0,0,45, United-States, >50K
ZXR15702,269226.48705967615,0,0,3, United-States, <=50K
ZXR15703,289552.29056625755,0,0,50, United-States, >50K
ZXR15704,111125.8079255744,0,0,40, United-States, <=50K
ZXR15705,214743.64623125485,0,0,40, United-States, <=50K
ZXR15706,423551.46975678665,0,0,40, United-States, >50K
ZXR15707,474153.41386311693,0,0,40, Puerto-Rico, <=50K
ZXR15708,337232.5689602779,0,0,45, United-States, <=50K
ZXR15709,243792.499027685,0,0,25, United-States, >50K
ZXR15710,311464.72396002477,0,0,40, United-States, <=50K
ZXR15711,244045.9224273066,0,0,30, United-States, <=50K
ZXR15712,208896.90482164652,0,0,40, United-States, <=50K
ZXR15713,404085.597581175,0,0,40, Hong, <=50K
ZXR15714,386430.5098700351,0,0,35, United-States, <=50K
ZXR15715,323720.8483746732,0,0,48, United-States, <=50K
ZXR15716,285910.32575366215,0,0,30, United-States, >50K
ZXR15717,311694.53298295854,0,0,40, Mexico, <=50K
ZXR15718,254959.47687297588,0,0,40, United-States, <=50K
ZXR15719,373650.41551518755,0,2415,55, United-States, >50K
ZXR15720,364596.28779237554,5013,0,40, United-States, <=50K
ZXR15721,318147.8487892803,0,0,20, Mexico, <=50K
ZXR15722,266325.5502270392,0,0,40, United-States, <=50K
ZXR15723,327027.2563917588,0,2339,35, United-States, <=50K
ZXR15724,465443.954938884,0,0,50, United-States, <=50K
ZXR15725,169955.18665642932,14344,0,40, United-States, >50K
ZXR15726,469638.4279459919,0,1602,12, United-States, <=50K
ZXR15727,464818.6775988032,0,0,40, United-States, >50K
ZXR15728,301489.612539641,0,0,50, United-States, >50K
ZXR15729,331782.84548304,0,0,40, Canada, <=50K
ZXR15730,243733.53141715584,0,0,16, United-States, <=50K
ZXR15731,114365.75023265232,0,0,50, United-States, <=50K
ZXR15732,430224.1001283832,0,0,40, United-States, <=50K
ZXR15733,343849.44244246493,0,0,40, ?, >50K
ZXR15734,399310.4103628672,0,0,55, United-States, <=50K
ZXR15735,486675.41174451285,0,0,60, United-States, >50K
ZXR15736,332516.1251268734,0,0,40, United-States, >50K
ZXR15737,233200.59478411655,99999,0,50, United-States, >50K
ZXR15738,194328.02604306742,0,0,30, United-States, <=50K
ZXR15739,315326.53961959,0,0,40, United-States, >50K
ZXR15740,121691.46402817994,0,0,45, Canada, <=50K
ZXR15741,297781.28996432095,0,0,40, United-States, <=50K
ZXR15742,258021.41885777982,0,0,40, United-States, <=50K
ZXR15743,493870.9033281958,0,0,40, United-States, <=50K
ZXR15744,329740.8402037283,0,0,35, United-States, <=50K
ZXR15745,222503.62456927696,0,0,60, ?, <=50K
ZXR15746,369686.4435029919,0,0,50, United-States, <=50K
ZXR15747,299941.88073478744,0,0,40, United-States, <=50K
ZXR15748,287636.70124142244,0,0,40, United-States, <=50K
ZXR15749,432501.8627514958,0,0,40, United-States, <=50K
ZXR15750,266193.6702753783,1797,0,40, United-States, <=50K
ZXR15751,388005.5373157064,0,0,35, United-States, <=50K
ZXR15752,290819.19812422467,3103,0,40, United-States, >50K
ZXR15753,393824.4325623706,0,0,30, United-States, <=50K
ZXR15754,242419.99785512558,0,0,32, United-States, <=50K
ZXR15755,473685.358193552,0,0,40, United-States, <=50K
ZXR15756,356662.98845301,0,0,35, United-States, <=50K
ZXR15757,390932.923997624,0,0,50, United-States, <=50K
ZXR15758,510549.2167633088,0,1902,50, United-States, >50K
ZXR15759,455298.21817476605,0,0,18, United-States, <=50K
ZXR15760,254046.8071453824,0,0,42, Germany, <=50K
ZXR15761,390930.3054386285,0,0,40, United-States, <=50K
ZXR15762,165129.3690590734,0,0,45, United-States, >50K
ZXR15763,238654.19130305247,0,0,40, Guatemala, <=50K
ZXR15764,389661.0759509628,7298,0,40, United-States, >50K
ZXR15765,375930.17375113914,0,0,40, United-States, >50K
ZXR15766,370669.9670543818,0,0,40, United-States, <=50K
ZXR15767,376772.3847781151,0,0,30, United-States, <=50K
ZXR15768,289548.4683326207,0,0,60, United-States, >50K
ZXR15769,277573.9551068698,0,0,40, United-States, <=50K
ZXR15770,445660.7581623777,0,0,40, United-States, <=50K
ZXR15771,376372.15166073886,0,0,60, United-States, <=50K
ZXR15772,373583.6735784149,0,0,38, China, >50K
ZXR15773,446883.13839242735,0,0,7, United-States, <=50K
ZXR15774,224182.59433736827,0,0,45, United-States, <=50K
ZXR15775,382973.828621377,0,0,60, United-States, <=50K
ZXR15776,313492.6571480496,0,1902,40, United-States, >50K
ZXR15777,359337.6080079564,0,0,40, United-States, <=50K
ZXR15778,432684.50119988393,0,0,70, United-States, >50K
ZXR15779,503742.3444174287,0,0,40, United-States, <=50K
ZXR15780,479404.9943809672,0,0,40, Mexico, <=50K
ZXR15781,422113.7806380263,0,0,50, United-States, >50K
ZXR15782,331061.3726093144,0,0,50, United-States, <=50K
ZXR15783,425637.09672360396,0,0,35, United-States, <=50K
ZXR15784,380090.0063867824,5178,0,50, United-States, >50K
ZXR15785,168764.53259915934,0,0,40, United-States, <=50K
ZXR15786,304747.98253378354,0,0,45, United-States, <=50K
ZXR15787,307924.48240618344,0,0,35, United-States, >50K
ZXR15788,200755.21703674982,0,0,40, United-States, <=50K
ZXR15789,334118.6047204855,0,0,45, United-States, <=50K
ZXR15790,486741.71232989884,0,0,40, United-States, <=50K
ZXR15791,448433.9542821732,0,0,37, United-States, <=50K
ZXR15792,568765.3837143353,0,0,58, United-States, <=50K
ZXR15793,258186.75580640195,0,1848,50, United-States, >50K
ZXR15794,149578.95308730358,0,0,40, United-States, <=50K
ZXR15795,443942.3086258615,0,0,50, United-States, <=50K
ZXR15796,351544.9781298478,0,0,40, United-States, <=50K
ZXR15797,414008.46581303916,0,0,38, United-States, <=50K
ZXR15798,249711.99960231263,0,0,50, United-States, >50K
ZXR15799,198674.42788528907,0,0,60, United-States, <=50K
ZXR15800,381883.97049534536,0,0,40, United-States, <=50K
ZXR15801,352260.6337326857,27828,0,50, United-States, >50K
ZXR15802,415347.7580757997,0,0,25, United-States, <=50K
ZXR15803,192348.93565866922,0,1762,25, United-States, <=50K
ZXR15804,343874.98005627276,0,0,40, United-States, <=50K
ZXR15805,284205.20449585555,0,0,15, United-States, <=50K
ZXR15806,301850.06172757584,0,0,38, United-States, <=50K
ZXR15807,324223.7715486065,0,0,70, United-States, <=50K
ZXR15808,496485.31896999123,0,0,40, United-States, <=50K
ZXR15809,358919.5873990128,0,0,40, United-States, <=50K
ZXR15810,317351.7024198397,0,0,50, United-States, <=50K
ZXR15811,385651.03541939857,0,0,40, United-States, <=50K
ZXR15812,22791.78889135619,0,0,30, United-States, <=50K
ZXR15813,136177.78979377655,0,1902,45, United-States, >50K
ZXR15814,276187.60825834255,0,0,40, United-States, <=50K
ZXR15815,206993.98993947252,0,0,20, United-States, <=50K
ZXR15816,337177.1645315342,0,0,60, United-States, <=50K
ZXR15817,414699.2219494814,0,0,40, Philippines, <=50K
ZXR15818,390786.5024742383,0,0,25, United-States, <=50K
ZXR15819,253918.7091220772,0,0,40, United-States, >50K
ZXR15820,346168.8343537525,0,0,20, United-States, <=50K
ZXR15821,393384.1864537984,0,0,40, United-States, <=50K
ZXR15822,385496.55627608416,0,0,20, United-States, <=50K
ZXR15823,250733.60797483497,0,0,40, United-States, <=50K
ZXR15824,290577.06662040105,3908,0,70, United-States, <=50K
ZXR15825,424236.4033225661,0,0,40, United-States, >50K
ZXR15826,316104.997360259,0,0,16, United-States, <=50K
ZXR15827,268664.1452633557,0,0,70, United-States, >50K
ZXR15828,354521.31359343254,0,0,50, United-States, <=50K
ZXR15829,319235.17385454034,20051,0,5, United-States, >50K
ZXR15830,314551.75323691434,0,0,40, United-States, <=50K
ZXR15831,241967.67717849487,0,0,40, United-States, <=50K
ZXR15832,406477.7542332667,0,0,20, United-States, <=50K
ZXR15833,288873.76094491483,0,0,36, United-States, <=50K
ZXR15834,349417.65791329055,0,0,40, United-States, <=50K
ZXR15835,298455.127695416,5013,0,40, United-States, <=50K
ZXR15836,274912.8542197484,0,0,40, United-States, >50K
ZXR15837,384094.0751653912,0,0,20, United-States, <=50K
ZXR15838,488614.3795611208,0,0,40, United-States, <=50K
ZXR15839,265100.72777112864,0,0,48, ?, <=50K
ZXR15840,410423.1290840737,0,0,25, United-States, <=50K
ZXR15841,361576.45875542564,0,0,40, United-States, >50K
ZXR15842,325814.8364108457,0,0,45, United-States, <=50K
ZXR15843,101517.87376751074,0,0,40, United-States, <=50K
ZXR15844,391178.5278608856,5178,0,38, United-States, >50K
ZXR15845,312191.05341836833,0,0,65, United-States, >50K
ZXR15846,391557.80391849903,0,0,70, United-States, <=50K
ZXR15847,239422.94509058876,0,0,8, United-States, <=50K
ZXR15848,380761.6795154237,0,0,40, United-States, <=50K
ZXR15849,386886.4193405921,0,0,45, United-States, <=50K
ZXR15850,398437.59527843806,0,0,60, United-States, >50K
ZXR15851,289987.0746228236,0,0,40, Cuba, <=50K
ZXR15852,434006.0518653592,0,0,45, United-States, >50K
ZXR15853,264950.79531235,0,0,34, United-States, <=50K
ZXR15854,389328.91474581865,0,0,40, United-States, <=50K
ZXR15855,390721.72083701484,0,0,40, Poland, >50K
ZXR15856,455637.9759144082,0,0,65, United-States, <=50K
ZXR15857,260979.65174455332,0,0,35, United-States, <=50K
ZXR15858,389886.5681484748,0,0,50, United-States, <=50K
ZXR15859,251024.72042659883,0,0,40, United-States, <=50K
ZXR15860,331486.0003508987,0,0,40, United-States, >50K
ZXR15861,375070.9646308643,0,0,62, United-States, <=50K
ZXR15862,366582.72828452225,0,0,30, United-States, <=50K
ZXR15863,509286.6782865287,0,0,40, United-States, <=50K
ZXR15864,245975.73666145338,0,0,20, United-States, <=50K
ZXR15865,86532.22049870652,7298,0,35, United-States, >50K
ZXR15866,270692.07542854827,15024,0,45, United-States, >50K
ZXR15867,299627.70934938703,0,0,84, ?, <=50K
ZXR15868,410171.758425998,0,0,40, Puerto-Rico, <=50K
ZXR15869,318227.58660427807,0,0,15, United-States, <=50K
ZXR15870,311873.8252136838,0,0,70, United-States, >50K
ZXR15871,290711.987587179,0,0,20, United-States, <=50K
ZXR15872,407737.4651481252,0,0,40, United-States, <=50K
ZXR15873,286294.453485962,0,0,40, China, <=50K
ZXR15874,365394.27318961144,0,0,40, United-States, <=50K
ZXR15875,267963.76463134476,0,0,50, United-States, <=50K
ZXR15876,181457.51485187234,0,0,27, United-States, <=50K
ZXR15877,388487.5616099754,0,0,30, United-States, <=50K
ZXR15878,272264.33614461037,0,0,40, United-States, <=50K
ZXR15879,242599.01058187202,0,0,40, United-States, <=50K
ZXR15880,307430.6101919632,0,0,26, United-States, <=50K
ZXR15881,363384.59250078106,0,0,30, United-States, <=50K
ZXR15882,388695.3510174006,0,0,50, United-States, <=50K
ZXR15883,431590.7578403058,0,0,55, United-States, >50K
ZXR15884,410392.19755353645,0,0,40, United-States, <=50K
ZXR15885,333714.4803043305,0,0,37, United-States, <=50K
ZXR15886,375027.1679344425,0,0,40, United-States, <=50K
ZXR15887,176903.33294382575,0,0,30, United-States, <=50K
ZXR15888,386701.38675369415,15024,0,50, United-States, >50K
ZXR15889,346254.3982857618,0,1902,42, United-States, >50K
ZXR15890,459049.6948201937,0,0,60, United-States, <=50K
ZXR15891,320354.29657376226,0,0,70, United-States, <=50K
ZXR15892,270944.40527484944,0,0,40, Guatemala, <=50K
ZXR15893,213764.3375986454,10520,0,50, United-States, >50K
ZXR15894,317090.45182699047,0,0,40, United-States, <=50K
ZXR15895,434346.4643644779,15024,0,50, Japan, >50K
ZXR15896,448967.41335688275,0,0,60, United-States, <=50K
ZXR15897,387924.5536656588,0,0,35, United-States, <=50K
ZXR15898,434568.42778518,0,0,60, United-States, <=50K
ZXR15899,231005.1132728716,0,0,40, United-States, >50K
ZXR15900,261448.76659453253,0,0,70, South, >50K
ZXR15901,298347.88737348083,0,0,35, United-States, <=50K
ZXR15902,353268.9599176809,0,0,40, United-States, >50K
ZXR15903,399654.225151935,0,0,45, United-States, <=50K
ZXR15904,477895.2833733946,0,0,40, United-States, <=50K
ZXR15905,419148.55437279365,0,1902,42, United-States, >50K
ZXR15906,470875.1367223951,0,0,40, United-States, <=50K
ZXR15907,288914.74725115567,0,1504,40, United-States, <=50K
ZXR15908,313670.2801309217,0,0,40, United-States, <=50K
ZXR15909,306513.12006167835,0,0,60, ?, >50K
ZXR15910,375106.9277085586,0,0,9, England, <=50K
ZXR15911,333506.54785603995,0,0,40, Italy, >50K
ZXR15912,248815.74476639356,0,0,40, United-States, <=50K
ZXR15913,385527.51352294843,0,0,40, United-States, <=50K
ZXR15914,223375.98169614738,0,0,50, United-States, >50K
ZXR15915,359800.6884947187,0,0,23, United-States, <=50K
ZXR15916,285849.1525335475,0,0,20, United-States, <=50K
ZXR15917,406452.2922215283,0,0,25, United-States, <=50K
ZXR15918,346637.10732127633,0,0,40, Columbia, <=50K
ZXR15919,365694.03797731176,7298,0,40, United-States, >50K
ZXR15920,374679.5094000405,0,0,10, United-States, <=50K
ZXR15921,322441.0602883509,3325,0,40, United-States, <=50K
ZXR15922,417930.2265807742,0,0,40, United-States, <=50K
ZXR15923,376812.1295373999,0,0,40, United-States, <=50K
ZXR15924,276943.2866839962,0,0,37, United-States, <=50K
ZXR15925,511873.79338125343,0,0,16, United-States, <=50K
ZXR15926,359248.3656936407,0,0,40, United-States, >50K
ZXR15927,422741.25958826445,0,0,36, United-States, <=50K
ZXR15928,480670.89486692037,0,0,50, United-States, <=50K
ZXR15929,578669.229019858,0,0,40, United-States, <=50K
ZXR15930,329530.4705693788,0,0,46, United-States, <=50K
ZXR15931,435597.22689262644,0,0,40, United-States, <=50K
ZXR15932,469940.8010871374,0,0,40, United-States, >50K
ZXR15933,209029.9372866977,0,0,35, United-States, <=50K
ZXR15934,308209.9062802183,0,0,70, United-States, <=50K
ZXR15935,316288.5379778383,0,0,40, Columbia, <=50K
ZXR15936,203958.09209767322,0,0,40, United-States, <=50K
ZXR15937,319475.62701978127,14344,0,40, United-States, >50K
ZXR15938,376680.6726979692,0,0,50, United-States, <=50K
ZXR15939,379101.5483437376,0,0,43, United-States, >50K
ZXR15940,310174.4906264646,0,0,30, United-States, <=50K
ZXR15941,403793.08788076194,0,0,45, United-States, <=50K
ZXR15942,533369.6043390412,0,0,40, United-States, <=50K
ZXR15943,241487.74591573377,0,0,40, United-States, <=50K
ZXR15944,316110.94450807804,0,0,40, England, <=50K
ZXR15945,454044.6836967068,7688,0,40, United-States, >50K
ZXR15946,439644.879929112,0,0,50, United-States, <=50K
ZXR15947,505194.3818984354,0,0,35, United-States, <=50K
ZXR15948,295994.7971781538,0,0,25, United-States, <=50K
ZXR15949,211042.2467577175,0,0,40, United-States, <=50K
ZXR15950,280722.23157892557,0,0,30, United-States, <=50K
ZXR15951,321700.270651134,0,0,40, United-States, >50K
ZXR15952,422763.35553623433,0,0,20, United-States, <=50K
ZXR15953,361394.785679963,0,0,47, United-States, <=50K
ZXR15954,382360.84962035087,0,0,40, United-States, <=50K
ZXR15955,427906.6528902768,0,0,32, United-States, <=50K
ZXR15956,287073.77586335444,0,0,10, United-States, <=50K
ZXR15957,149298.770640705,0,0,40, United-States, <=50K
ZXR15958,252022.60646599348,0,0,40, ?, <=50K
ZXR15959,273298.5001367043,0,0,40, United-States, <=50K
ZXR15960,358468.38160446275,0,0,20, United-States, <=50K
ZXR15961,442165.0183915751,0,0,40, Mexico, <=50K
ZXR15962,345279.1112364535,0,0,40, Guatemala, <=50K
ZXR15963,621271.4917953728,0,0,40, United-States, >50K
ZXR15964,158874.93645900342,0,0,40, United-States, <=50K
ZXR15965,302116.39578545606,0,0,40, United-States, <=50K
ZXR15966,233534.50547347352,0,1740,48, United-States, <=50K
ZXR15967,251475.44943217572,0,0,17, United-States, <=50K
ZXR15968,346351.23552579444,0,0,55, United-States, <=50K
ZXR15969,476096.5835339612,0,0,40, United-States, >50K
ZXR15970,471342.0961897352,0,0,50, United-States, >50K
ZXR15971,399761.43257700675,0,0,40, United-States, <=50K
ZXR15972,409189.86244480027,0,0,40, United-States, <=50K
ZXR15973,142111.8666536801,0,0,40, United-States, >50K
ZXR15974,373284.9852991969,0,0,30, United-States, <=50K
ZXR15975,410897.0146068349,7298,0,40, United-States, >50K
ZXR15976,287061.84135896363,0,0,48, United-States, <=50K
ZXR15977,336658.1793649142,0,0,45, United-States, <=50K
ZXR15978,402667.5113735087,0,0,50, United-States, <=50K
ZXR15979,399648.17396999313,0,0,30, United-States, <=50K
ZXR15980,309699.17104978015,0,0,40, United-States, <=50K
ZXR15981,352703.98849042226,0,0,40, United-States, <=50K
ZXR15982,346295.1013289384,0,0,40, United-States, <=50K
ZXR15983,392077.5989470579,0,0,40, United-States, <=50K
ZXR15984,497375.8767331422,0,0,40, El-Salvador, <=50K
ZXR15985,277110.9967502125,0,0,40, United-States, <=50K
ZXR15986,457250.0427370905,0,0,60, United-States, >50K
ZXR15987,484918.9087464032,0,0,40, Taiwan, <=50K
ZXR15988,456271.0183492436,0,0,40, United-States, <=50K
ZXR15989,349025.58268116036,0,0,40, United-States, <=50K
ZXR15990,234093.36812336475,0,0,40, United-States, >50K
ZXR15991,354155.75660897885,0,0,20, United-States, <=50K
ZXR15992,293199.49612040294,0,0,40, United-States, <=50K
ZXR15993,289028.10360619973,5178,0,40, United-States, >50K
ZXR15994,371520.6458677412,0,0,50, United-States, <=50K
ZXR15995,316622.67107698903,0,0,40, United-States, <=50K
ZXR15996,284655.7166540008,0,0,40, United-States, <=50K
ZXR15997,349710.2734134395,0,0,40, United-States, <=50K
ZXR15998,339013.50021750206,0,0,43, United-States, <=50K
ZXR15999,303140.1598536573,0,0,20, United-States, <=50K
ZXR16000,378635.23825810454,0,0,35, United-States, <=50K
