ZXR1500,50, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16442,31, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male
ZXR16443,35, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16444,23, ?, 11th,7, Never-married, ?, Own-child, Amer-Indian-Eskimo, Male
ZXR16445,31, Local-gov, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female
ZXR16446,21, Private, Some-college,10, Never-married, Other-service, Unmarried, White, Female
ZXR16447,39, Self-emp-not-inc, Masters,14, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16448,36, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR16449,51, Private, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16450,18, Private, 11th,7, Never-married, Other-service, Own-child, White, Male
ZXR16451,32, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Male
ZXR16452,56, Private, Bachelors,13, Divorced, Other-service, Not-in-family, White, Female
ZXR16453,35, Private, Assoc-acdm,12, Never-married, Protective-serv, Not-in-family, White, Male
ZXR16454,63, Private, 12th,8, Widowed, Sales, Unmarried, White, Female
ZXR16455,61, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16456,23, Private, Some-college,10, Never-married, Other-service, Own-child, White, Male
ZXR16457,52, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16458,19, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Male
ZXR16459,33, State-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16460,35, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, Black, Male
ZXR16461,35, Private, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Female
ZXR16462,38, Private, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR16463,23, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR16464,22, Private, Assoc-voc,11, Divorced, Tech-support, Not-in-family, White, Male
ZXR16465,20, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male
ZXR16466,19, Private, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male
ZXR16467,47, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male
ZXR16468,59, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16469,38, Private, HS-grad,9, Never-married, Sales, Own-child, White, Female
ZXR16470,36, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male
ZXR16471,27, Private, 5th-6th,3, Never-married, Other-service, Other-relative, White, Male
ZXR16472,24, Private, Assoc-voc,11, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16473,35, Private, HS-grad,9, Never-married, Other-service, Own-child, Black, Female
ZXR16474,22, State-gov, Some-college,10, Never-married, Other-service, Other-relative, Black, Male
ZXR16475,37, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16476,36, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16477,28, Private, HS-grad,9, Separated, Other-service, Not-in-family, White, Female
ZXR16478,55, Private, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female
ZXR16479,29, ?, 5th-6th,3, Married-civ-spouse, ?, Wife, White, Female
ZXR16480,32, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR16481,66, ?, Some-college,10, Divorced, ?, Other-relative, White, Female
ZXR16482,47, Local-gov, Some-college,10, Married-spouse-absent, Craft-repair, Other-relative, White, Male
ZXR16483,23, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Female
ZXR16484,50, Local-gov, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female
ZXR16485,40, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR16486,51, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female
ZXR16487,34, Private, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR16488,28, Private, Bachelors,13, Never-married, Protective-serv, Not-in-family, White, Female
ZXR16489,52, State-gov, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16490,39, Self-emp-inc, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16491,43, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR16492,36, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female
ZXR16493,25, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female
ZXR16494,42, Private, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female
ZXR16495,35, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16496,43, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16497,34, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16498,50, State-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16499,30, Private, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16500,44, Private, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16501,52, Private, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16502,35, Private, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male
ZXR16503,36, Private, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Male
ZXR16504,30, Private, Bachelors,13, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female
ZXR16505,36, Self-emp-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR16506,39, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female
ZXR16507,25, Private, 1st-4th,2, Married-civ-spouse, Farming-fishing, Husband, White, Male
ZXR16508,26, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male
ZXR16509,20, Private, HS-grad,9, Never-married, Sales, Own-child, Black, Female
ZXR16510,20, Private, Some-college,10, Never-married, Protective-serv, Own-child, White, Male
ZXR16511,70, ?, 5th-6th,3, Married-civ-spouse, ?, Husband, White, Male
ZXR16512,26, Private, HS-grad,9, Never-married, Transport-moving, Own-child, White, Male
ZXR16513,24, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female
ZXR16514,48, Private, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR16515,62, Private, HS-grad,9, Divorced, Priv-house-serv, Unmarried, Black, Female
ZXR16516,48, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR16517,52, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR16518,25, Private, Bachelors,13, Never-married, Sales, Not-in-family, White, Male
ZXR16519,58, Private, 5th-6th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR16520,40, Federal-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR16521,29, ?, Some-college,10, Married-civ-spouse, ?, Wife, White, Female
ZXR16522,45, Self-emp-inc, 7th-8th,4, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16523,19, Private, Some-college,10, Never-married, Other-service, Other-relative, White, Female
ZXR16524,37, Private, 11th,7, Never-married, Handlers-cleaners, Not-in-family, Black, Male
ZXR16525,23, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR16526,31, Self-emp-not-inc, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male
ZXR16527,64, Self-emp-not-inc, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16528,28, Local-gov, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female
ZXR16529,32, Private, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male
ZXR16530,49, Local-gov, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female
ZXR16531,35, Private, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female
ZXR16532,19, ?, Some-college,10, Never-married, ?, Own-child, White, Female
ZXR16533,45, Private, Doctorate,16, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16534,39, Private, 12th,8, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16535,55, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female
ZXR16536,46, Self-emp-not-inc, Bachelors,13, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female
ZXR16537,19, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female
ZXR16538,29, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female
ZXR16539,25, State-gov, HS-grad,9, Married-civ-spouse, Protective-serv, Own-child, White, Male
ZXR16540,37, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR16541,30, Private, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Male
ZXR16542,28, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male
ZXR16543,36, Federal-gov, Some-college,10, Separated, Adm-clerical, Unmarried, Black, Female
ZXR16544,32, Private, Some-college,10, Never-married, Exec-managerial, Unmarried, Black, Female
ZXR16545,34, Private, 11th,7, Never-married, Machine-op-inspct, Not-in-family, White, Male
ZXR16546,34, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR16547,20, Private, Some-college,10, Never-married, Sales, Own-child, White, Female
ZXR16548,27, Self-emp-inc, Masters,14, Never-married, Transport-moving, Own-child, White, Male
ZXR16549,36, Federal-gov, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR16550,35, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male
ZXR16551,37, Private, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male
ZXR16552,32, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16553,32, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR16554,52, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female
ZXR16555,50, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16556,23, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female
ZXR16557,25, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16558,21, Private, Preschool,1, Never-married, Farming-fishing, Not-in-family, White, Male
ZXR16559,31, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female
ZXR16560,31, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female
ZXR16561,41, Private, Assoc-voc,11, Separated, Other-service, Not-in-family, White, Male
ZXR16562,47, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR16563,20, ?, Some-college,10, Never-married, ?, Own-child, White, Female
ZXR16564,20, Private, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR16565,29, Private, 10th,6, Divorced, Machine-op-inspct, Not-in-family, Black, Female
ZXR16566,51, Local-gov, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female
ZXR16567,30, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR16568,23, ?, Some-college,10, Never-married, ?, Not-in-family, White, Female
ZXR16569,48, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR16570,39, Private, HS-grad,9, Separated, Exec-managerial, Not-in-family, White, Male
ZXR16571,62, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR16572,22, Private, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male
ZXR16573,46, Federal-gov, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16574,51, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16575,20, Private, HS-grad,9, Never-married, Sales, Not-in-family, White, Female
ZXR16576,40, Self-emp-inc, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male
ZXR16577,31, Private, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male
ZXR16578,30, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Male
ZXR16579,52, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR16580,20, Private, HS-grad,9, Never-married, Prof-specialty, Other-relative, White, Female
ZXR16581,37, Local-gov, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16582,65, Private, Bachelors,13, Widowed, Other-service, Not-in-family, White, Female
ZXR16583,40, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR16584,60, Local-gov, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male
ZXR16585,27, Private, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male
ZXR16586,62, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR16587,53, Private, HS-grad,9, Divorced, Sales, Not-in-family, White, Female
ZXR16588,38, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR16589,49, Private, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16590,21, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male
ZXR16591,18, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male
ZXR16592,25, Private, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male
ZXR16593,36, Private, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16594,52, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16595,19, Private, Some-college,10, Never-married, Tech-support, Own-child, White, Male
ZXR16596,23, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR16597,63, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR16598,63, Self-emp-not-inc, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male
ZXR16599,62, Self-emp-inc, Bachelors,13, Divorced, Sales, Not-in-family, White, Male
ZXR16600,51, Self-emp-not-inc, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male
ZXR16601,76, Local-gov, Some-college,10, Widowed, Adm-clerical, Not-in-family, White, Female
ZXR16602,50, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16603,45, Self-emp-inc, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16604,44, Self-emp-inc, Some-college,10, Divorced, Sales, Own-child, White, Male
ZXR16605,51, Private, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, Black, Male
ZXR16606,42, Local-gov, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male
ZXR16607,43, Local-gov, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16608,53, Private, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR16609,29, Private, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR16610,41, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16611,44, Federal-gov, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male
ZXR16612,35, Private, 10th,6, Widowed, Other-service, Not-in-family, Black, Female
ZXR16613,27, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16614,35, Private, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16615,60, Private, Assoc-voc,11, Widowed, Craft-repair, Not-in-family, White, Female
ZXR16616,49, Private, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male
ZXR16617,33, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16618,35, Private, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male
ZXR16619,31, State-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR16620,54, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR16621,57, Self-emp-not-inc, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16622,30, Private, 9th,5, Never-married, Craft-repair, Own-child, White, Male
ZXR16623,45, Private, 10th,6, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male
ZXR16624,41, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR16625,25, Private, Bachelors,13, Never-married, Other-service, Own-child, White, Male
ZXR16626,51, Self-emp-inc, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16627,42, Private, 5th-6th,3, Separated, Adm-clerical, Other-relative, White, Male
ZXR16628,28, Private, Assoc-voc,11, Never-married, Handlers-cleaners, Not-in-family, White, Male
ZXR16629,47, ?, 10th,6, Married-civ-spouse, ?, Wife, White, Female
ZXR16630,53, Federal-gov, Bachelors,13, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male
ZXR16631,31, Private, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female
ZXR16632,46, Private, 11th,7, Married-civ-spouse, Other-service, Husband, Black, Male
ZXR16633,25, Federal-gov, HS-grad,9, Never-married, Adm-clerical, Other-relative, White, Female
ZXR16634,47, Private, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR16635,26, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16636,30, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16637,48, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16638,22, Private, Some-college,10, Never-married, Other-service, Own-child, Black, Male
ZXR16639,32, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16640,33, Self-emp-not-inc, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR16641,31, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male
ZXR16642,43, Private, Some-college,10, Married-civ-spouse, Other-service, Wife, White, Female
ZXR16643,26, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female
ZXR16644,34, Private, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Black, Male
ZXR16645,50, Local-gov, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR16646,30, State-gov, HS-grad,9, Separated, Adm-clerical, Unmarried, Black, Female
ZXR16647,17, Private, 11th,7, Never-married, Other-service, Own-child, White, Male
ZXR16648,35, Local-gov, Masters,14, Never-married, Prof-specialty, Own-child, Black, Female
ZXR16649,29, Private, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16650,27, Federal-gov, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR16651,32, Self-emp-not-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male
ZXR16652,34, Private, Bachelors,13, Never-married, Sales, Own-child, White, Male
ZXR16653,32, Private, HS-grad,9, Separated, Handlers-cleaners, Not-in-family, White, Female
ZXR16654,47, Federal-gov, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female
ZXR16655,40, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female
ZXR16656,26, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Female
ZXR16657,30, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female
ZXR16658,54, Private, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male
ZXR16659,53, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male
ZXR16660,38, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16661,43, Private, 7th-8th,4, Separated, Farming-fishing, Not-in-family, Black, Male
ZXR16662,25, Private, Some-college,10, Never-married, Farming-fishing, Own-child, White, Male
ZXR16663,39, Private, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16664,57, Local-gov, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16665,47, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male
ZXR16666,45, Private, HS-grad,9, Divorced, Other-service, Other-relative, Black, Female
ZXR16667,24, State-gov, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR16668,32, Self-emp-not-inc, 10th,6, Divorced, Craft-repair, Not-in-family, White, Male
ZXR16669,25, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Male
ZXR16670,57, Private, 5th-6th,3, Separated, Machine-op-inspct, Not-in-family, White, Female
ZXR16671,28, Private, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR16672,28, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR16673,27, Private, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR16674,28, Private, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR16675,74, ?, 1st-4th,2, Married-civ-spouse, ?, Husband, Black, Male
ZXR16676,44, Self-emp-not-inc, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male
ZXR16677,27, Private, HS-grad,9, Never-married, Machine-op-inspct, Own-child, White, Male
ZXR16678,61, Private, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16679,25, Private, 11th,7, Never-married, Other-service, Not-in-family, White, Male
ZXR16680,28, Private, 9th,5, Never-married, Handlers-cleaners, Own-child, Black, Female
ZXR16681,20, Private, Some-college,10, Never-married, Craft-repair, Own-child, White, Male
ZXR16682,33, Private, Assoc-voc,11, Never-married, Sales, Own-child, Asian-Pac-Islander, Male
ZXR16683,38, State-gov, HS-grad,9, Divorced, Other-service, Not-in-family, White, Male
ZXR16684,31, Private, HS-grad,9, Never-married, Sales, Unmarried, Black, Female
ZXR16685,40, Private, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR16686,43, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16687,38, Private, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16688,19, Private, Some-college,10, Never-married, Exec-managerial, Own-child, Black, Male
ZXR16689,56, Private, Assoc-acdm,12, Married-civ-spouse, Other-service, Husband, White, Male
ZXR16690,38, Private, Masters,14, Divorced, Exec-managerial, Not-in-family, White, Male
ZXR16691,30, ?, Bachelors,13, Married-civ-spouse, ?, Wife, White, Female
ZXR16692,22, Private, HS-grad,9, Married-civ-spouse, Priv-house-serv, Wife, White, Female
ZXR16693,18, State-gov, HS-grad,9, Never-married, Other-service, Own-child, White, Male
ZXR16694,68, Private, Some-college,10, Widowed, Other-service, Not-in-family, White, Female
ZXR16695,35, Private, Assoc-voc,11, Divorced, Transport-moving, Not-in-family, White, Male
ZXR16696,42, Private, 7th-8th,4, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Female
ZXR16697,32, Private, 10th,6, Divorced, Craft-repair, Unmarried, White, Male
ZXR16698,43, Federal-gov, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female
ZXR16699,30, Private, 10th,6, Never-married, Machine-op-inspct, Unmarried, Black, Female
ZXR16700,62, Private, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male
ZXR16701,38, Private, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR16702,27, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR16703,28, Private, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Female
ZXR16704,26, Private, Assoc-voc,11, Never-married, Other-service, Not-in-family, White, Male
ZXR16705,21, Private, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male
ZXR16706,19, Private, HS-grad,9, Never-married, Other-service, Other-relative, Black, Male
ZXR16707,20, Private, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male
ZXR16708,25, State-gov, Bachelors,13, Never-married, Protective-serv, Not-in-family, Black, Male
ZXR16709,28, Self-emp-not-inc, Some-college,10, Never-married, Craft-repair, Own-child, White, Male
ZXR16710,36, Private, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Male
ZXR16711,23, Private, Bachelors,13, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male
ZXR16712,24, Private, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female
ZXR16713,23, Private, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female
ZXR16714,24, Private, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female
ZXR16715,25, Self-emp-not-inc, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male
ZXR16716,24, Private, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male
ZXR16717,30, Private, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16718,26, Private, Bachelors,13, Never-married, Sales, Own-child, White, Female
ZXR16719,62, ?, Masters,14, Married-civ-spouse, ?, Husband, White, Male
ZXR16720,36, Private, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, White, Female
ZXR16721,45, Private, HS-grad,9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male
ZXR16722,31, Private, Assoc-acdm,12, Divorced, Sales, Unmarried, White, Female
ZXR16723,34, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male
ZXR16724,65, Self-emp-inc, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male
ZXR16725,42, Private, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Female
ZXR16726,27, State-gov, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Male
ZXR16727,40, Private, Some-college,10, Married-civ-spouse, Sales, Wife, Black, Female
ZXR16728,53, Federal-gov, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male
ZXR16729,54, Private, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male
ZXR16730,30, State-gov, Bachelors,13, Never-married, Prof-specialty, Other-relative, White, Male
ZXR16731,59, Private, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male
ZXR16732,42, Self-emp-not-inc, HS-grad,9, Divorced, Exec-managerial, Unmarried, White, Male
ZXR16733,23, Private, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female
ZXR16734,28, Private, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female
ZXR16735,20, Private, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male
ZXR16736,22, Private, Some-college,10, Never-married, Sales, Not-in-family, White, Female
ZXR16737,73, ?, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male
ZXR16738,47, Self-emp-not-inc, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male
ZXR16739,44, Private, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male
ZXR16740,40, Private, 12th,8, Divorced, Craft-repair, Not-in-family, White, Male
ZXR16741,37, Private, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female
ZXR16742,39, Private, HS-grad,9, Divorced, Machine-op-inspct, Own-child, White, Male
ZXR16743,49, Private, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male
ZXR16744,44, Self-emp-not-inc, Some-college,10, Divorced, Other-service, Not-in-family, White, Male
ZXR16745,27, Private, 9th,5, Married-civ-spouse, Machine-op-inspct, Wife, White, Female
ZXR16746,50, Private, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male
